110,8,11,220,63,79,78,0
111,8,12,213,73,68,72,0
112,8,13,205,68,72,65,0
113,8,14,225,74,68,83,0
114,8,15,219,74,71,74,0
115,8,16,210,64,77,69,0
116,8,17,207,72,61,74,0
117,8,18,231,79,85,67,0
118,8,19,202,69,54,79,0
119,8,20,219,70,74,75,0
120,8,21,229,84,71,74,0
121,9,19,146,78,68,0,0
122,9,20,152,80,72,0,0
123,9,21,139,70,69,0,0
124,9,22,136,75,61,0,0
125,9,23,140,79,61,0,0
126,9,24,147,74,73,0,0
127,9,25,149,64,85,0,0
128,9,26,142,67,75,0,0
129,9,27,127,66,61,0,0
130,9,28,144,69,75,0,0
131,9,29,152,78,74,0,0
132,9,30,136,62,74,0,0
133,9,1,162,87,75,0,0
134,9,2,148,71,77,0,0
135,9,3,138,71,67,0,0
136,10,4,141,66,75,0,0
137,10,5,148,68,80,0,0
138,10,6,152,79,73,0,0
139,10,7,131,71,60,0,0
140,10,8,136,69,67,0,0
141,10,9,143,72,71,0,0
142,10,10,145,70,75,0,0
143,10,11,148,76,72,0,0
144,10,12,156,73,83,0,0
145,10,13,135,64,71,0,0
146,10,14,143,66,77,0,0
147,10,15,147,69,78,0,0
148,10,16,155,79,76,0,0
149,10,17,158,77,81,0,0
150,10,18,140,63,77,0,0
151,11,1,203,77,71,55,0
152,11,2,219,78,73,68,0
153,11,3,205,62,73,70,0
154,11,4,231,84,72,75,0
155,11,5,215,66,65,84,0
156,11,6,227,73,73,81,0
157,11,7,218,61,82,75,0
158,11,8,209,68,68,73,0
159,11,16,218,75,69,74,0
160,11,17,214,70,73,71,0
161,11,18,218,80,66,72,0
162,11,19,211,75,75,61,0
163,11,20,222,86,66,70,0
164,11,21,220,84,65,71,0
165,11,22,225,73,82,70,0
166,12,28,307,67,85,77,78
167,12,29,297,76,75,76,70
168,12,30,296,71,74,73,78
169,12,1,285,77,68,69,71
170,12,2,295,71,79,76,69
171,12,3,310,74,79,83,74
172,12,4,290,69,68,76,77
173,12,5,287,68,74,75,70
174,12,13,302,71,80,79,72
175,12,14,290,67,77,79,67
176,12,15,304,78,74,74,78
177,12,16,305,84,65,75,81
178,12,17,282,78,78,60,66
179,12,18,292,66,74,84,68
180,12,19,308,80,75,76,77
181,13,25,219,72,79,68,0
182,13,26,237,77,86,74,0
183,13,27,208,68,72,68,0
184,13,28,230,84,70,76,0
185,13,29,222,84,69,69,0
186,13,30,223,76,82,65,0
187,13,1,217,72,71,74,0
188,13,2,214,68,73,73,0
189,13,10,232,71,86,75,0
190,13,11,227,70,73,84,0
191,13,12,221,78,69,74,0
192,13,13,229,84,74,71,0
193,13,14,214,77,68,69,0
194,13,15,215,71,70,74,0
195,13,16,227,78,78,71,0
196,14,22,304,81,74,78,71
197,14,23,309,77,81,73,78
198,14,24,288,79,71,69,69
199,14,25,307,63,88,80,76
200,14,26,309,76,75,82,76
201,14,27,289,77,60,81,71
202,14,28,293,75,77,76,65
203,14,29,291,80,75,70,66
204,14,7,297,84,59,77,77
205,14,8,287,76,76,62,73
206,14,9,299,69,73,80,77
207,14,10,293,71,66,77,79
208,14,11,295,75,81,69,70
209,14,12,307,70,70,82,85
210,14,13,278,72,61,75,70
211,15,19,145,63,82,0,0
212,15,20,152,75,77,0,0
213,15,21,156,73,83,0,0
214,15,22,157,79,78,0,0
215,15,23,160,81,79,0,0
216,15,24,141,68,73,0,0
217,15,25,151,82,69,0,0
218,15,26,146,63,83,0,0
219,15,4,141,67,74,0,0
220,15,5,139,65,74,0,0
221,15,6,160,75,85,0,0
222,15,7,146,71,75,0,0
223,15,8,142,68,74,0,0
224,15,9,144,79,65,0,0
225,15,10,143,70,73,0,0
